CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,District,Neighborhood,Total Incidents
05/21/2019,15:15:00,3AF,3600 MONTEREY RD,ROBBERY - STREET,FIREARM,NORTHEAST,EDNOR GARDENS-LAKESI,1
05/21/2019,02:07:00,3AF,1600 E OLIVER ST,ROBBERY - STREET,FIREARM,EASTERN,OLIVER,1
05/21/2019,16:00:00,6A,5200 PARK HEIGHTS AVE,LARCENY,NA,NORTHWEST,ARLINGTON,1
05/21/2019,17:00:00,6D,2600 W PATAPSCO AVE,LARCENY FROM AUTO,NA,SOUTHERN,LAKELAND,1
05/21/2019,10:20:00,6J,2100 MARYLAND AVE,LARCENY,NA,NORTHERN,CHARLES NORTH,1
05/21/2019,09:10:00,3AK,1500 IMLA ST,ROBBERY - STREET,KNIFE,SOUTHEAST,MEDFORD/BROENING MAN,1
05/21/2019,17:00:00,5A,3600 W FOREST PARK AVE,BURGLARY,NA,NORTHWEST,FOREST PARK,1
05/21/2019,17:30:00,6D,2500 WILKENS AVE,LARCENY FROM AUTO,NA,SOUTHWEST,MILL HILL,1
05/21/2019,20:00:00,6E,1000 FELL ST,LARCENY,NA,SOUTHEAST,FELLS POINT,1
05/21/2019,23:00:00,6D,700 WINSTON AVE,LARCENY FROM AUTO,NA,NORTHERN,WINSTON-GOVANS,1
05/21/2019,22:00:00,7A,1300 PENNSYLVANIA AVE,AUTO THEFT,NA,CENTRAL,UPTON,1
05/21/2019,15:00:00,6D,2300 W LANVALE ST,LARCENY FROM AUTO,NA,WESTERN,EVERGREEN LAWN,1
05/21/2019,20:30:00,6D,900 WOODSON RD,LARCENY FROM AUTO,NA,NORTHERN,LAKE WALKER,1
05/20/2019,01:01:00,4E,1800 MCHENRY ST,COMMON ASSAULT,NA,SOUTHERN,CARROLLTON RIDGE,1
05/20/2019,01:00:00,6J,200 McCurley Street,LARCENY,NA,SOUTHWEST,SAINT JOSEPHS,1
05/20/2019,11:16:00,6C,6900 HARFORD RD,LARCENY,NA,NORTHEAST,NORTH HARFORD ROAD,1
05/20/2019,08:00:00,5A,2500 W PATAPSCO AVE,BURGLARY,NA,SOUTHERN,LAKELAND,1
05/20/2019,22:00:00,6D,5900 LACLEDE RD,LARCENY FROM AUTO,NA,NORTHEAST,CEDONIA,1
05/20/2019,06:15:00,6D,4500 GARRISON BLVD,LARCENY FROM AUTO,NA,NORTHWEST,WEST ARLINGTON,1
05/20/2019,11:35:00,6C,1100 E NORTH AVE,LARCENY,NA,EASTERN,EAST BALTIMORE MIDWA,1
05/20/2019,22:30:00,5A,5500 BOWLEYS LN,BURGLARY,NA,NORTHEAST,FRANKFORD,1
05/20/2019,17:00:00,5D,3000 FLEETWOOD AVE,BURGLARY,NA,NORTHEAST,WESTFIELD,1
05/20/2019,23:00:00,5D,3700 BAYONNE AVE,BURGLARY,NA,NORTHEAST,GLENHAM-BELFORD,1
05/20/2019,20:00:00,6C,3500 BOSTON ST,LARCENY,NA,SOUTHEAST,CANTON INDUSTRIAL AREA,1
05/20/2019,05:00:00,5A,3000 MONDAWMIN AVE,BURGLARY,NA,NORTHWEST,HANLON/LONGWOOD,1
05/20/2019,12:30:00,5D,300 S AUGUSTA AVE,BURGLARY,NA,SOUTHWEST,IRVINGTON,1
05/20/2019,07:38:00,4C,2900 RIGGS AVE,AGG. ASSAULT,OTHER,SOUTHWEST,FRANKLINTOWN ROAD,1
05/20/2019,16:30:00,6C,3400 PULASKI HWY,LARCENY,NA,SOUTHEAST,ELLWOOD PARK/MONUMEN,1
05/20/2019,12:45:00,6C,1000 S HANOVER ST,LARCENY,NA,SOUTHERN,SHARP LEADENHALL,1
05/20/2019,18:35:00,4E,1200 ORLEANS ST,COMMON ASSAULT,NA,SOUTHEAST,PLEASENT VIEW GARDENS,1
05/20/2019,08:15:00,7C,1500 WASHINGTON BLVD,AUTO THEFT,NA,SOUTHERN,CARROLL PARK,1
05/20/2019,05:03:00,3B,500 FRANKFURST AVE,ROBBERY - STREET,NA,SOUTHERN,FAIRFIELD,1
05/20/2019,16:00:00,5B,600 BRIDGEVIEW RD,BURGLARY,NA,SOUTHERN,CHERRY HILL,1
05/20/2019,01:06:00,5A,600 S ANN ST,BURGLARY,NA,SOUTHEAST,FELLS POINT,1
05/20/2019,10:50:00,3AJF,200 N HIGHLAND AVE,ROBBERY - CARJACKING,FIREARM,SOUTHEAST,ELLWOOD PARK/MONUMEN,1
05/20/2019,05:08:00,4E,2500 W LOMBARD ST,COMMON ASSAULT,NA,SOUTHWEST,SHIPLEY HILL,1
05/20/2019,15:54:00,3AF,100 WHEELER AVE,ROBBERY - STREET,FIREARM,WESTERN,PENROSE/FAYETTE ST OUTREACH,1
05/20/2019,16:30:00,4C,200 N BENTALOU ST,AGG. ASSAULT,OTHER,WESTERN,PENROSE/FAYETTE ST OUTREACH,1
05/20/2019,21:50:00,4A,,AGG. ASSAULT,FIREARM,NORTHEAST,,1
05/20/2019,09:30:00,6C,2500 PENNSYLVANIA AVE,LARCENY,NA,WESTERN,PENN NORTH,1
05/20/2019,15:00:00,3AF,3700 ELDORADO AVE,ROBBERY - STREET,FIREARM,NORTHWEST,DORCHESTER/GRAN-BARR,1
05/20/2019,15:00:00,3AF,3700 ELDORADO AVE,ROBBERY - STREET,FIREARM,NORTHWEST,DORCHESTER/GRAN-BARR,1
05/20/2019,19:50:00,3AK,100 E WEST ST,ROBBERY - STREET,KNIFE,SOUTHERN,,1
05/20/2019,19:30:00,3AJO,300 PRESIDENT ST,ROBBERY - CARJACKING,OTHER,SOUTHEAST,INNER HARBOR,1
05/20/2019,15:40:00,3AF,0 E 25TH ST,ROBBERY - STREET,FIREARM,NORTHERN,CHARLES VILLAGE,1
05/20/2019,17:15:00,5C,900 GORSUCH AVE,BURGLARY,NA,NORTHERN,BETTER WAVERLY,1
05/20/2019,02:38:00,4A,700 W CHERRY BLOSSOM WAY,AGG. ASSAULT,FIREARM,CENTRAL,POPPLETON,1
05/20/2019,09:00:00,5B,,BURGLARY,NA,NORTHERN,RICHNOR SPRINGS,1
05/20/2019,05:45:00,6E,2000 W BALTIMORE ST,LARCENY,NA,WESTERN,PENROSE/FAYETTE ST OUTREACH,1
05/20/2019,12:41:00,4B,700 CUMBERLAND ST,AGG. ASSAULT,KNIFE,WESTERN,SANDTOWN-WINCHESTER,1
05/20/2019,02:13:00,4B,900 N GILMOR ST,AGG. ASSAULT,KNIFE,WESTERN,SANDTOWN-WINCHESTER,1
05/20/2019,21:00:00,6D,800 MCHENRY ST,LARCENY FROM AUTO,NA,SOUTHERN,WASHINGTON VILLAGE,1
05/20/2019,22:56:00,4D,1600 EDISON HWY,AGG. ASSAULT,HANDS,EASTERN,BEREA,1
05/20/2019,13:12:00,6E,3800 E BIDDLE ST,LARCENY,NA,EASTERN,ORANGEVILLE INDUSTRIAL AREA,1
05/20/2019,02:00:00,4B,800 S BROADWAY,AGG. ASSAULT,KNIFE,SOUTHEAST,FELLS POINT,1
05/20/2019,14:30:00,4E,1200 ROSSITER AVE,COMMON ASSAULT,NA,NORTHEAST,NEW NORTHWOOD,1
05/20/2019,16:00:00,4E,1500 BARCLAY ST,COMMON ASSAULT,NA,EASTERN,GREENMOUNT WEST,1
05/20/2019,13:15:00,6C,3400 BELAIR RD,LARCENY,NA,NORTHEAST,BELAIR-EDISON,1
05/20/2019,22:59:00,4E,1400 N LAKEWOOD AVE,COMMON ASSAULT,NA,EASTERN,BEREA,1
05/20/2019,15:30:00,6G,4600 MARBLE HALL RD,LARCENY,NA,NORTHEAST,NEW NORTHWOOD,1
05/20/2019,15:26:00,6C,2800 GREENMOUNT AVE,LARCENY,NA,NORTHERN,BETTER WAVERLY,1
05/20/2019,15:26:00,6C,2800 GREENMOUNT AVE,LARCENY,NA,NORTHERN,BETTER WAVERLY,1
05/20/2019,13:35:00,6J,3300 PARKLAWN AVE,LARCENY,NA,NORTHEAST,BELAIR-EDISON,1
05/20/2019,12:00:00,6G,2000 N FULTON AVE,LARCENY,NA,WESTERN,PENN NORTH,1
05/20/2019,17:45:00,4E,1600 WADSWORTH WAY,COMMON ASSAULT,NA,NORTHEAST,LOCH RAVEN,1
05/20/2019,20:00:00,6E,2000 HOMEWOOD AVE,LARCENY,NA,EASTERN,EAST BALTIMORE MIDWA,1
05/20/2019,18:00:00,6D,4900 PENNINGTON AVE,LARCENY FROM AUTO,NA,SOUTHERN,CURTIS BAY,1
05/20/2019,23:00:00,7A,2000 DRUID PARK DR,AUTO THEFT,NA,NORTHERN,WOODBERRY,1
05/20/2019,22:00:00,7A,1500 BRADDISH AVE,AUTO THEFT,NA,SOUTHWEST,NORTHWEST COMMUNITY,1
05/20/2019,01:10:00,4E,1300 ASHLAND AVE,COMMON ASSAULT,NA,EASTERN,OLDTOWN,1
05/20/2019,02:00:00,7A,700 E 36TH ST,AUTO THEFT,NA,NORTHERN,WAVERLY,1
05/20/2019,18:30:00,7A,300 E UNIVERSITY PKWY,AUTO THEFT,NA,NORTHERN,OAKENSHAWE,1
05/20/2019,14:30:00,6E,1100 JAMES ST,LARCENY,NA,SOUTHERN,WASHINGTON VILLAGE,1
05/20/2019,22:00:00,9S,2600 RIDGELY ST,SHOOTING,FIREARM,SOUTHERN,MOUNT WINANS,1
05/20/2019,19:00:00,6D,2600 W PATAPSCO AVE,LARCENY FROM AUTO,NA,SOUTHERN,LAKELAND,1
05/20/2019,14:15:00,4E,2800 MAYFIELD AVE,COMMON ASSAULT,NA,NORTHEAST,BELAIR-EDISON,1
05/20/2019,22:34:00,1A,1000 WOHLER WY,HOMICIDE,FIREARM,SOUTHEAST,MEDFORD/BROENING MAN,1
05/20/2019,02:00:00,6D,6900 Chambers Road,LARCENY FROM AUTO,NA,NORTHEAST,HARFORD-ECHODALE-PER,1
05/20/2019,10:30:00,4C,1200 PINE HEIGHTS AVE,AGG. ASSAULT,OTHER,SOUTHWEST,VIOLETVILLE,1
05/20/2019,18:00:00,6D,400 EVESHAM AVE,LARCENY FROM AUTO,NA,NORTHERN,LAKE-EVESHAM,1
05/20/2019,10:16:00,7A,400 N MONTFORD AVE,AUTO THEFT,NA,SOUTHEAST,MCELDERRY PARK,1
05/20/2019,17:55:00,4B,2500 N CALVERT ST,AGG. ASSAULT,KNIFE,NORTHERN,CHARLES VILLAGE,1
05/20/2019,17:45:00,4E,1600 WADSWORTH WAY,COMMON ASSAULT,NA,NORTHEAST,LOCH RAVEN,1
05/20/2019,23:15:00,3AK,200 E CROSS ST,ROBBERY - STREET,KNIFE,SOUTHERN,RIVERSIDE,1
05/20/2019,05:25:00,3NF,1300 N ELLAMONT ST,ROBBERY - STREET,FIREARM,SOUTHWEST,ROSEMONT,1
05/20/2019,23:15:00,6J,1600 THAMES ST,LARCENY,NA,SOUTHEAST,FELLS POINT,1
05/20/2019,21:00:00,6D,800 PRIMSON AVE,LARCENY FROM AUTO,NA,SOUTHWEST,SAINT AGNES,1
05/20/2019,01:40:00,4E,1400 N COLLINGTON AVE,COMMON ASSAULT,NA,EASTERN,BROADWAY EAST,1
05/20/2019,10:30:00,6E,2100 W BALTIMORE ST,LARCENY,NA,WESTERN,PENROSE/FAYETTE ST OUTREACH,1
05/20/2019,16:12:00,6C,6600 BELAIR RD,LARCENY,NA,NORTHEAST,CEDMONT,1
05/20/2019,12:00:00,4E,4400 MARBLE HALL RD,COMMON ASSAULT,NA,NORTHEAST,ORIGINAL NORTHWOOD,1
05/20/2019,15:01:00,6J,MADISON ST & ST PAUL ST,LARCENY,NA,CENTRAL,,1
05/20/2019,15:20:00,6F,800 SAINT PAUL ST,LARCENY,NA,CENTRAL,MOUNT VERNON,1
05/20/2019,08:00:00,6G,2100 SAINT PAUL ST,LARCENY,NA,NORTHERN,CHARLES NORTH,1
05/20/2019,00:15:00,7A,2300 ORLEANS ST,AUTO THEFT,NA,SOUTHEAST,MCELDERRY PARK,1
05/20/2019,21:38:00,3AK,6100 EASTERN AVE,ROBBERY - STREET,KNIFE,SOUTHEAST,JOSEPH LEE,1
05/20/2019,21:38:00,3AK,6100 EASTERN AVE,ROBBERY - STREET,KNIFE,SOUTHEAST,JOSEPH LEE,1
05/20/2019,09:00:00,5B,700 N CARROLLTON AVE,BURGLARY,NA,WESTERN,HARLEM PARK,1
05/20/2019,16:00:00,4E,100 W 29TH ST,COMMON ASSAULT,NA,NORTHERN,CHARLES VILLAGE,1
05/20/2019,18:05:00,4E,3700 COTTAGE AVE,COMMON ASSAULT,NA,NORTHWEST,PARK CIRCLE,1
05/20/2019,18:30:00,6D,100 S HIGHLAND AVE,LARCENY FROM AUTO,NA,SOUTHEAST,BALTIMORE HIGHLANDS,1
05/20/2019,19:00:00,6E,600 N KENWOOD AVE,LARCENY,NA,SOUTHEAST,MCELDERRY PARK,1
05/20/2019,17:00:00,6E,2300 CALLOW AVE,LARCENY,NA,CENTRAL,RESERVOIR HILL,1
05/20/2019,21:45:00,6C,100 S COLLINS AVE,LARCENY,NA,SOUTHWEST,IRVINGTON,1
05/20/2019,19:00:00,5A,4900 PENNINGTON AVE,BURGLARY,NA,SOUTHERN,CURTIS BAY,1
05/20/2019,04:00:00,4C,1600 BANK ST,AGG. ASSAULT,OTHER,SOUTHEAST,FELLS POINT,1
05/20/2019,06:30:00,5D,5100 ARDMORE WAY,BURGLARY,NA,NORTHEAST,WALTHERSON,1
05/20/2019,13:15:00,5A,4000 BATEMAN AVE,BURGLARY,NA,NORTHWEST,WINDSOR HILLS,1
05/20/2019,17:30:00,5A,4400 CHALET CT,BURGLARY,NA,NORTHEAST,FRANKFORD,1
05/20/2019,21:15:00,3B,1000 W CROSS ST,ROBBERY - STREET,NA,SOUTHERN,WASHINGTON VILLAGE,1
05/20/2019,23:00:00,6C,200 W CHASE ST,LARCENY,NA,CENTRAL,MID-TOWN BELVEDERE,1
05/20/2019,18:45:00,6B,HY & N CURLEY ST,LARCENY,NA,SOUTHEAST,,1
05/20/2019,17:00:00,7A,3400 SPELMAN RD,AUTO THEFT,NA,SOUTHERN,CHERRY HILL,1
05/20/2019,10:42:00,4E,1400 N COLLINGTON AVE,COMMON ASSAULT,NA,EASTERN,BROADWAY EAST,1
05/20/2019,20:00:00,6J,HIGH ST & TRINITY ST,LARCENY,NA,SOUTHEAST,,1
05/20/2019,21:55:00,7A,3200 RAMONA AVE,AUTO THEFT,NA,NORTHEAST,BELAIR-EDISON,1
05/20/2019,17:30:00,4E,1700 N WARWICK AVE,COMMON ASSAULT,NA,WESTERN,COPPIN HEIGHTS/ASHBU,1
05/20/2019,17:00:00,5D,4400 WENTWORTH RD,BURGLARY,NA,NORTHWEST,FOREST PARK/GOLF COU,1
05/20/2019,09:00:00,3AJF,,ROBBERY - CARJACKING,FIREARM,NORTHERN,RICHNOR SPRINGS,1
05/20/2019,17:00:00,7A,5500 CADILLAC AVE,AUTO THEFT,NA,NORTHWEST,GROVE PARK,1
05/20/2019,20:00:00,7A,800 N FULTON AVE,AUTO THEFT,NA,WESTERN,HARLEM PARK,1
05/20/2019,12:11:00,6E,4800 BEAUFORT AVE,LARCENY,NA,NORTHWEST,CENTRAL PARK HEIGHTS,1
05/20/2019,21:00:00,6E,4100 MAINE AVE,LARCENY,NA,NORTHWEST,,1
05/20/2019,10:00:00,6G,1700 BRADDISH AVE,LARCENY,NA,WESTERN,COPPIN HEIGHTS/ASHBU,1
05/20/2019,23:01:00,4C,3900 BARTWOOD RD,AGG. ASSAULT,OTHER,NORTHWEST,GLEN,1
05/20/2019,00:39:00,4E,1700 PENNSYLVANIA AVE,COMMON ASSAULT,NA,CENTRAL,UPTON,1
05/20/2019,07:00:00,6G,1000 PENNSYLVANIA AVE,LARCENY,NA,CENTRAL,HERITAGE CROSSING,1
05/20/2019,00:25:00,4C,2900 O''DONNELL ST,AGG. ASSAULT,OTHER,SOUTHEAST,,1
05/20/2019,19:30:00,4E,300 N CALHOUN ST,COMMON ASSAULT,NA,WESTERN,FRANKLIN SQUARE,1
05/20/2019,21:45:00,6C,3500 BOSTON ST,LARCENY,NA,SOUTHEAST,CANTON INDUSTRIAL AREA,1
05/20/2019,23:00:00,3NK,1600 DUNDALK AVE,ROBBERY - STREET,KNIFE,SOUTHEAST,MEDFORD/BROENING MAN,1
05/20/2019,06:00:00,4E,2700 WESTFIELD AVE,COMMON ASSAULT,NA,NORTHEAST,CHRISTOPHER,1
05/20/2019,16:30:00,4E,3900 PENHURST AVE,COMMON ASSAULT,NA,NORTHWEST,DOLFIELD,1
05/20/2019,18:00:00,4E,2900 WYNHAM RD,COMMON ASSAULT,NA,NORTHWEST,WEST FOREST PARK,1
05/20/2019,20:40:00,3AF,1200 SAINT PAUL ST,ROBBERY - STREET,FIREARM,CENTRAL,MID-TOWN BELVEDERE,1
05/20/2019,17:20:00,6J,1000 W 42ND ST,LARCENY,NA,NORTHERN,HOES HEIGHTS,1
05/20/2019,20:23:00,4E,3200 GREENMOUNT AVE,COMMON ASSAULT,NA,NORTHERN,ABELL,1
05/20/2019,22:50:00,4C,3900 FALLS RD,AGG. ASSAULT,OTHER,NORTHERN,HAMPDEN,1
05/20/2019,23:30:00,4D,1400 ARGYLE AVE,AGG. ASSAULT,HANDS,CENTRAL,UPTON,1
05/20/2019,18:09:00,6J,300 ALBEMARLE ST,LARCENY,NA,SOUTHEAST,LITTLE ITALY,1
05/20/2019,21:00:00,4E,3800 S HANOVER ST,COMMON ASSAULT,NA,SOUTHERN,BROOKLYN,1
05/20/2019,17:14:00,7A,800 MCHENRY ST,AUTO THEFT,NA,SOUTHERN,WASHINGTON VILLAGE,1
05/20/2019,16:20:00,6J,200 Charles Street,LARCENY,NA,CENTRAL,DOWNTOWN,1
05/20/2019,15:54:00,3AF,100 WHEELER AVE,ROBBERY - STREET,FIREARM,WESTERN,PENROSE/FAYETTE ST OUTREACH,1
05/20/2019,20:30:00,5A,5900 GLENFALLS AVE,BURGLARY,NA,NORTHEAST,GLENHAM-BELFORD,1
05/20/2019,21:50:00,9S,2200 PENTLAND DR,SHOOTING,FIREARM,NORTHEAST,,1
05/19/2019,14:07:00,4E,3700 OVERVIEW RD,COMMON ASSAULT,NA,NORTHWEST,PARK CIRCLE,1
05/19/2019,19:00:00,5D,AV & N DUKELAND ST,BURGLARY,NA,WESTERN,,1
05/19/2019,10:55:00,4C,CHARLES ST & E CONWAY ST,AGG. ASSAULT,OTHER,CENTRAL,,1
05/19/2019,02:00:00,4A,800 GLADE CT,AGG. ASSAULT,FIREARM,SOUTHERN,BROOKLYN,1
05/19/2019,19:15:00,3K,3500 ROUND RD,ROBBERY - RESIDENCE,NA,SOUTHERN,CHERRY HILL,1
05/19/2019,20:50:00,3AF,700 LYNDHURST ST,ROBBERY - STREET,FIREARM,SOUTHWEST,EDMONDSON VILLAGE,1
05/19/2019,09:00:00,5A,2800 BERWICK AVE,BURGLARY,NA,NORTHEAST,NORTH HARFORD ROAD,1
05/19/2019,12:23:00,6J,3300 EDMONDSON AVE,LARCENY,NA,SOUTHWEST,EDMONDSON VILLAGE,1
05/19/2019,12:00:00,5A,4400 KATHLAND AVE,BURGLARY,NA,NORTHWEST,HOWARD PARK,1
05/19/2019,01:50:00,6D,EUTAW ST & W LEXINGTON ST,LARCENY FROM AUTO,NA,CENTRAL,,1
05/19/2019,09:00:00,5A,3100 ARTABAN PL,BURGLARY,NA,NORTHWEST,HANLON/LONGWOOD,1
05/19/2019,21:00:00,6D,3600 E PRATT ST,LARCENY FROM AUTO,NA,SOUTHEAST,BALTIMORE HIGHLANDS,1
05/19/2019,21:30:00,6D,3400 E PRATT ST,LARCENY FROM AUTO,NA,SOUTHEAST,BALTIMORE HIGHLANDS,1
05/19/2019,22:54:00,3CO,2800 FOSTER AVE,ROBBERY - COMMERCIAL,OTHER,SOUTHEAST,CANTON,1
05/19/2019,11:00:00,4E,500 S SMALLWOOD ST,COMMON ASSAULT,NA,SOUTHWEST,CARROLLTON RIDGE,1
05/19/2019,19:57:00,4C,800 STILES ST,AGG. ASSAULT,OTHER,SOUTHEAST,LITTLE ITALY,1
05/19/2019,11:39:00,6G,4300 PULASKI HWY,LARCENY,NA,SOUTHEAST,KRESSON,1
05/19/2019,16:50:00,4C,3600 OAKMONT AVE,AGG. ASSAULT,OTHER,NORTHWEST,CENTRAL PARK HEIGHTS,1
05/19/2019,01:00:00,6G,400 E BALTIMORE ST,LARCENY,NA,CENTRAL,DOWNTOWN,1
05/19/2019,23:15:00,4C,CHARLES ST & E MULBERRY ST,AGG. ASSAULT,OTHER,CENTRAL,,1
05/19/2019,12:00:00,6D,0 W FRANKLIN ST,LARCENY FROM AUTO,NA,CENTRAL,DOWNTOWN,1
05/19/2019,23:15:00,7A,3400 JUNEWAY,AUTO THEFT,NA,NORTHEAST,BELAIR-EDISON,1
05/19/2019,23:45:00,6D,5700 CEDONIA AVE,LARCENY FROM AUTO,NA,NORTHEAST,FRANKFORD,1
05/19/2019,01:01:00,5A,2400 PERRING MANOR RD,BURGLARY,NA,NORTHEAST,HARFORD-ECHODALE-PER,1
05/19/2019,01:30:00,4E,4600 PARKSIDE DR,COMMON ASSAULT,NA,NORTHEAST,PARKSIDE,1
05/19/2019,00:53:00,7A,400 N GLOVER ST,AUTO THEFT,NA,SOUTHEAST,MCELDERRY PARK,1
05/19/2019,00:49:00,4A,2400 W BELVEDERE AVE,AGG. ASSAULT,FIREARM,NORTHERN,LEVINDALE,1
05/19/2019,00:03:00,4E,900 CLAYMONT AVE,COMMON ASSAULT,NA,WESTERN,MOSHER,1
05/19/2019,00:00:00,6G,1300 WOODBOURNE AVE,LARCENY,NA,NORTHEAST,NEW NORTHWOOD,1
05/19/2019,01:35:00,6E,200 ROBERT ST,LARCENY,NA,CENTRAL,BOLTON HILL,1
05/19/2019,00:43:00,4E,0 MARKET PL,COMMON ASSAULT,NA,CENTRAL,DOWNTOWN,1
05/19/2019,21:39:00,4E,300 PARK AVE,COMMON ASSAULT,NA,CENTRAL,DOWNTOWN,1
05/19/2019,11:38:00,4C,3100 SAINT PAUL ST,AGG. ASSAULT,OTHER,NORTHERN,CHARLES VILLAGE,1
05/19/2019,11:55:00,6C,4600 W NORTHERN PKWY,LARCENY,NA,NORTHWEST,SETON BUSINESS PARK,1
05/19/2019,18:20:00,4E,2900 GARRISON BLVD,COMMON ASSAULT,NA,NORTHWEST,GARWYN OAKS,1
05/19/2019,09:30:00,5D,5100 BELLEVILLE AVE,BURGLARY,NA,NORTHWEST,HOWARD PARK,1
05/19/2019,22:26:00,6G,3900 PARK HEIGHTS AVE,LARCENY,NA,NORTHERN,GREENSPRING,1
05/19/2019,00:00:00,4E,1000 E LOMBARD ST,COMMON ASSAULT,NA,SOUTHEAST,JONESTOWN,1
05/19/2019,17:00:00,6D,1700 E BALTIMORE ST,LARCENY FROM AUTO,NA,SOUTHEAST,WASHINGTON HILL,1
05/19/2019,03:39:00,4C,2100 RAMSAY ST,AGG. ASSAULT,OTHER,SOUTHWEST,CARROLLTON RIDGE,1
05/19/2019,06:30:00,4E,600 FALLSWAY,COMMON ASSAULT,NA,EASTERN,PEN-FALLSWAY,1
05/19/2019,00:20:00,4E,,COMMON ASSAULT,NA,NORTHEAST,,1
05/19/2019,09:30:00,7A,2200 E BALTIMORE ST,AUTO THEFT,NA,SOUTHEAST,BUTCHERS HILL,1
05/19/2019,11:45:00,5E,2000 E 32ND ST,BURGLARY,NA,NORTHEAST,MONTEBELLO,1
05/19/2019,20:18:00,5D,2500 SEABURY RD,BURGLARY,NA,SOUTHERN,CHERRY HILL,1
05/19/2019,15:00:00,4E,1400 N COLLINGTON AVE,COMMON ASSAULT,NA,EASTERN,BROADWAY EAST,1
05/19/2019,19:00:00,6E,600 E 30TH ST,LARCENY,NA,NORTHERN,BETTER WAVERLY,1
05/19/2019,14:00:00,6D,FAYETTE ST & N EAST AV,LARCENY FROM AUTO,NA,SOUTHEAST,,1
05/19/2019,14:00:00,4E,1500 CHARLOTTE AVE,COMMON ASSAULT,NA,SOUTHEAST,MEDFORD/BROENING MAN,1
05/19/2019,14:00:00,4E,1500 CHARLOTTE AVE,COMMON ASSAULT,NA,SOUTHEAST,MEDFORD/BROENING MAN,1
05/19/2019,00:00:00,4E,3400 BELAIR RD,COMMON ASSAULT,NA,NORTHEAST,BELAIR-EDISON,1
05/19/2019,20:50:00,3AF,700 LYNDHURST ST,ROBBERY - STREET,FIREARM,SOUTHWEST,EDMONDSON VILLAGE,1
05/19/2019,02:50:00,4A,200 MCCURLEY ST,AGG. ASSAULT,FIREARM,SOUTHWEST,SAINT JOSEPHS,1
05/19/2019,19:45:00,3AF,2000 LINDEN AVE,ROBBERY - STREET,FIREARM,CENTRAL,RESERVOIR HILL,1
05/19/2019,18:00:00,4E,1900 W LEXINGTON ST,COMMON ASSAULT,NA,WESTERN,PENROSE/FAYETTE ST OUTREACH,1
05/19/2019,23:49:00,4E,3300 DORITHAN RD,COMMON ASSAULT,NA,NORTHWEST,EAST ARLINGTON,1
05/19/2019,11:59:00,4E,0 N BENTALOU ST,COMMON ASSAULT,NA,WESTERN,PENROSE/FAYETTE ST OUTREACH,1
05/19/2019,13:26:00,4E,100 N MONASTERY AVE,COMMON ASSAULT,NA,SOUTHWEST,ALLENDALE,1
05/19/2019,18:45:00,6C,800 GUILFORD AVE,LARCENY,NA,CENTRAL,MOUNT VERNON,1
05/19/2019,13:48:00,6J,3200 SEQUOIA AVE,LARCENY,NA,NORTHWEST,EAST ARLINGTON,1
05/19/2019,11:30:00,6D,6600 REISTERSTOWN RD,LARCENY FROM AUTO,NA,NORTHWEST,REISTERSTOWN STATION,1
05/19/2019,22:00:00,5D,200 E BALTIMORE ST,BURGLARY,NA,CENTRAL,DOWNTOWN,1
05/19/2019,21:15:00,3AO,2700 N CALVERT ST,ROBBERY - STREET,OTHER,NORTHERN,CHARLES VILLAGE,1
05/19/2019,16:45:00,6C,2400 FREDERICK AVE,LARCENY,NA,SOUTHWEST,MILL HILL,1
05/19/2019,15:51:00,6C,2500 N CHARLES ST,LARCENY,NA,NORTHERN,CHARLES VILLAGE,1
05/19/2019,18:00:00,5A,500 S WICKHAM RD,BURGLARY,NA,SOUTHWEST,BEECHFIELD,1
05/19/2019,12:00:00,6E,3900 CHATHAM RD,LARCENY,NA,NORTHWEST,DORCHESTER/GRAN-BARR,1
05/19/2019,22:39:00,6D,3600 POTEE ST,LARCENY FROM AUTO,NA,SOUTHERN,BROOKLYN,1
05/19/2019,08:40:00,4E,5200 Bowleys Ln,COMMON ASSAULT,NA,NORTHEAST,FRANKFORD,1
05/19/2019,05:15:00,4E,3000 BRENDAN AVE,COMMON ASSAULT,NA,NORTHEAST,BELAIR-EDISON,1
05/19/2019,11:22:00,5D,5500 BELAIR RD,BURGLARY,NA,NORTHEAST,FRANKFORD,1
05/19/2019,06:57:00,5D,1500 RUSSELL ST,BURGLARY,NA,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,1
05/19/2019,00:00:00,6J,4100 EDMONDSON AVE,LARCENY,NA,SOUTHWEST,EDMONDSON VILLAGE,1
05/19/2019,21:00:00,7A,400 OXFORD CT,AUTO THEFT,NA,CENTRAL,UPTON,1
05/19/2019,07:26:00,3H,300 N CHARLES ST,ROBBERY - COMMERCIAL,NA,CENTRAL,DOWNTOWN,1
05/19/2019,19:45:00,4C,3900 8TH ST,AGG. ASSAULT,OTHER,SOUTHERN,BROOKLYN,1
05/19/2019,23:01:00,3CO,300 N EUTAW ST,ROBBERY - COMMERCIAL,OTHER,CENTRAL,DOWNTOWN,1
05/19/2019,06:30:00,6J,1800 ORLEANS ST,LARCENY,NA,EASTERN,DUNBAR,1
05/19/2019,17:15:00,7A,6700 HARFORD RD,AUTO THEFT,NA,NORTHEAST,NORTH HARFORD ROAD,1
