CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,District,Neighborhood,Total Incidents
03/31/2019,01:24:00,6J,CATON AV & W BALTIMORE ST,LARCENY,NA,SOUTHWEST,,1
03/31/2019,00:05:00,7A,600 N MONROE ST,AUTO THEFT,NA,WESTERN,MIDTOWN EDMONDSON,1
03/31/2019,14:04:00,6C,4600 LIBERTY HEIGHTS AVE,LARCENY,NA,NORTHWEST,HOWARD PARK,1
03/31/2019,14:06:00,3NO,4000 SINCLAIR LN,ROBBERY - STREET,OTHER,NORTHEAST,,1
03/31/2019,19:30:00,3P,1400 MONTPELIER ST,ROBBERY - STREET,NA,NORTHEAST,COLDSTREAM HOMESTEAD,1
03/31/2019,20:39:00,6C,5400 RADECKE AVE,LARCENY,NA,NORTHEAST,FRANKFORD,1
03/31/2019,00:00:00,6D,1400 MERIDENE DR,LARCENY FROM AUTO,NA,NORTHEAST,IDLEWOOD,1
03/31/2019,09:00:00,6D,3400 2ND ST,LARCENY FROM AUTO,NA,SOUTHERN,FAIRFIELD,1
03/31/2019,21:00:00,6D,200 E SARATOGA ST,LARCENY FROM AUTO,NA,CENTRAL,DOWNTOWN,1
03/31/2019,14:00:00,6D,3300 MONDAWMIN AVE,LARCENY FROM AUTO,NA,NORTHWEST,HANLON/LONGWOOD,1
03/31/2019,06:35:00,7A,1200 BEAUMONT AVE,AUTO THEFT,NA,NORTHEAST,NEW NORTHWOOD,1
03/31/2019,16:30:00,6C,600 E 33RD ST,LARCENY,NA,NORTHERN,BETTER WAVERLY,1
03/31/2019,19:50:00,4E,800 DARTMOUTH RD,COMMON ASSAULT,NA,NORTHERN,CHINQUAPIN PARK/BELV,1
03/31/2019,20:16:00,3AF,400 CROYDON RD,ROBBERY - STREET,FIREARM,NORTHERN,ROSEBANK,1
03/31/2019,10:00:00,4E,4200 DILLER AVE,COMMON ASSAULT,NA,NORTHEAST,ARCADIA,1
03/31/2019,03:00:00,4E,4200 FAIRHAVEN AVE,COMMON ASSAULT,NA,SOUTHERN,CURTIS BAY,1
03/31/2019,01:50:00,4E,0 E CROSS ST,COMMON ASSAULT,NA,SOUTHERN,FEDERAL HILL/MONTGOM,1
03/31/2019,13:00:00,4E,100 CHESAPEAKE AVE,COMMON ASSAULT,NA,SOUTHERN,BROOKLYN,1
03/31/2019,02:00:00,4E,2500 JAMES ST,COMMON ASSAULT,NA,SOUTHWEST,MORRELL PARK,1
03/31/2019,20:09:00,4B,200 S CALHOUN ST,AGG. ASSAULT,KNIFE,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,1
03/31/2019,15:54:00,4A,2700 GILES RD,AGG. ASSAULT,FIREARM,SOUTHERN,CHERRY HILL,1
03/31/2019,10:00:00,5B,900 S CHARLES ST,BURGLARY,NA,SOUTHERN,FEDERAL HILL/MONTGOM,1
03/31/2019,17:32:00,9S,6900 GLENHEIGHTS RD,SHOOTING,FIREARM,NORTHWEST,FALLSTAFF,1
03/31/2019,13:20:00,4C,2900 LOCH RAVEN RD,AGG. ASSAULT,OTHER,NORTHERN,BETTER WAVERLY,1
03/31/2019,15:54:00,9S,2700 GILES RD,SHOOTING,FIREARM,SOUTHERN,CHERRY HILL,1
03/31/2019,17:00:00,3AF,2800 W LANVALE ST,ROBBERY - STREET,FIREARM,WESTERN,MOSHER,1
03/31/2019,03:41:00,3H,4800 O''DONNELL ST,ROBBERY - COMMERCIAL,NA,SOUTHEAST,,1
03/31/2019,11:20:00,4E,4900 FRANKFORD AVE,COMMON ASSAULT,NA,NORTHEAST,FRANKFORD,1
03/31/2019,20:11:00,5A,700 N LAKEWOOD AVE,BURGLARY,NA,EASTERN,MADISON EASTEND,1
03/31/2019,21:58:00,4C,2900 EDISON HWY,AGG. ASSAULT,OTHER,NORTHEAST,BELAIR-EDISON,1
03/31/2019,08:37:00,7A,2600 HARFORD RD,AUTO THEFT,NA,NORTHEAST,COLDSTREAM HOMESTEAD,1
03/31/2019,17:32:00,4A,6900 GLENHEIGHTS RD,AGG. ASSAULT,FIREARM,NORTHWEST,FALLSTAFF,1
03/31/2019,00:39:00,4C,1200 POPLAR GROVE ST,AGG. ASSAULT,OTHER,SOUTHWEST,WINCHESTER,1
03/31/2019,21:15:00,4C,4700 IVANHOE AVE,AGG. ASSAULT,OTHER,NORTHERN,WILSON PARK,1
03/31/2019,04:55:00,3AF,5500 CADILLAC AVE,ROBBERY - STREET,FIREARM,NORTHWEST,GROVE PARK,1
03/31/2019,20:00:00,4E,2100 BOLTON ST,COMMON ASSAULT,NA,CENTRAL,RESERVOIR HILL,1
03/31/2019,00:01:00,4E,1300 POPLAR GROVE ST,COMMON ASSAULT,NA,SOUTHWEST,WINCHESTER,1
03/31/2019,12:00:00,6G,0 N GLOVER ST,LARCENY,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
03/31/2019,03:32:00,4E,1700 LAKESIDE AVE,COMMON ASSAULT,NA,NORTHEAST,,1
03/31/2019,05:00:00,5C,300 S COLLINGTON AVE,BURGLARY,NA,SOUTHEAST,UPPER FELLS POINT,1
03/31/2019,22:00:00,6D,10 SARATOGA Street,LARCENY FROM AUTO,NA,CENTRAL,DOWNTOWN,1
03/31/2019,07:30:00,6D,3900 OAKFORD AVE,LARCENY FROM AUTO,NA,NORTHWEST,DOLFIELD,1
03/31/2019,14:35:00,6C,4600 LIBERTY HEIGHTS AVE,LARCENY,NA,NORTHWEST,HOWARD PARK,1
03/31/2019,02:45:00,6C,2600 BOSTON ST,LARCENY,NA,SOUTHEAST,CANTON,1
03/31/2019,00:10:00,6G,600 FALLSWAY,LARCENY,NA,EASTERN,PEN-FALLSWAY,1
03/31/2019,13:50:00,6D,800 N PORT ST,LARCENY FROM AUTO,NA,EASTERN,MILTON-MONTFORD,1
03/31/2019,12:10:00,5A,0 S BERNICE AVE,BURGLARY,NA,SOUTHWEST,CARROLL-SOUTH HILTON,1
03/31/2019,02:25:00,5D,2800 HAWKINS POINT RD,BURGLARY,NA,SOUTHERN,HAWKINS POINT,1
03/31/2019,03:32:00,4E,1700 LAKESIDE AVE,COMMON ASSAULT,NA,NORTHEAST,,1
03/31/2019,03:32:00,4E,1700 LAKESIDE AVE,COMMON ASSAULT,NA,NORTHEAST,,1
03/31/2019,10:00:00,6D,600 REEDBIRD AVE,LARCENY FROM AUTO,NA,SOUTHERN,CHERRY HILL,1
03/31/2019,19:15:00,4E,6700 REISTERSTOWN RD,COMMON ASSAULT,NA,NORTHWEST,REISTERSTOWN STATION,1
03/31/2019,18:31:00,6C,4500 EDMONDSON AVE,LARCENY,NA,SOUTHWEST,ROGNEL HEIGHTS,1
03/31/2019,18:30:00,4E,1100 W NORTH AVE,COMMON ASSAULT,NA,CENTRAL,DRUID HEIGHTS,1
03/31/2019,22:00:00,6E,200 HOLLIDAY ST,LARCENY,NA,CENTRAL,,1
03/31/2019,13:30:00,7A,100 N HILTON ST,AUTO THEFT,NA,SOUTHWEST,SAINT JOSEPHS,1
03/31/2019,18:00:00,6J,1000 STILES ST,LARCENY,NA,SOUTHEAST,LITTLE ITALY,1
03/31/2019,02:00:00,6A,0 E CROSS ST,LARCENY,NA,SOUTHERN,FEDERAL HILL/MONTGOM,1
03/31/2019,01:02:00,3AF,1400 ALICEANNA ST,ROBBERY - STREET,FIREARM,SOUTHEAST,FELLS POINT,1
03/31/2019,05:00:00,7A,400 W HOFFMAN ST,AUTO THEFT,NA,CENTRAL,UPTON,1
03/31/2019,18:35:00,4E,3000 GREENMOUNT AVE,COMMON ASSAULT,NA,NORTHERN,ABELL,1
03/31/2019,22:30:00,6G,600 N WOLFE ST,LARCENY,NA,EASTERN,DUNBAR,1
03/31/2019,05:00:00,7A,900 E 30TH ST,AUTO THEFT,NA,NORTHERN,BETTER WAVERLY,1
03/31/2019,18:00:00,7A,500 E 36TH ST,AUTO THEFT,NA,NORTHERN,WAVERLY,1
03/31/2019,19:00:00,7A,2400 PRESBURY ST,AUTO THEFT,NA,WESTERN,COPPIN HEIGHTS/ASHBU,1
03/31/2019,01:21:00,3B,3400 ESTHER PL,ROBBERY - STREET,NA,SOUTHEAST,BALTIMORE HIGHLANDS,1
03/31/2019,05:00:00,7A,300 S COLLINGTON AVE,AUTO THEFT,NA,SOUTHEAST,UPPER FELLS POINT,1
03/31/2019,17:00:00,3AF,2800 W LANVALE ST,ROBBERY - STREET,FIREARM,WESTERN,MOSHER,1
03/31/2019,12:00:00,6G,600 WASHBURN AVE,LARCENY,NA,SOUTHERN,BROOKLYN,1
03/31/2019,02:00:00,3B,100 COMMERCE ST,ROBBERY - STREET,NA,CENTRAL,INNER HARBOR,1
03/31/2019,16:03:00,4E,2400 LIBERTY HEIGHTS AVE,COMMON ASSAULT,NA,NORTHWEST,LIBERTY SQUARE,1
03/31/2019,12:00:00,6G,1000 SAINT PAUL ST,LARCENY,NA,CENTRAL,MID-TOWN BELVEDERE,1
03/31/2019,21:00:00,4C,3300 KENYON AVE,AGG. ASSAULT,OTHER,NORTHEAST,BELAIR-EDISON,1
03/31/2019,14:00:00,6E,2800 HOLLINS FERRY RD,LARCENY,NA,SOUTHERN,LAKELAND,1
03/31/2019,15:00:00,6E,1600 E EAGER ST,LARCENY,NA,EASTERN,GAY STREET,1
03/30/2019,17:00:00,6D,900 FAGLEY ST,LARCENY FROM AUTO,NA,SOUTHEAST,BREWERS HILL,1
03/30/2019,07:20:00,5D,300 N CHARLES ST,BURGLARY,NA,CENTRAL,DOWNTOWN,1
03/30/2019,16:30:00,6J,5000 WRIGHT AVE,LARCENY,NA,NORTHEAST,ARMISTEAD GARDENS,1
03/30/2019,13:10:00,6J,500 E PRATT ST,LARCENY,NA,CENTRAL,INNER HARBOR,1
03/30/2019,18:15:00,3AO,1300 DUNDALK AVE,ROBBERY - STREET,OTHER,SOUTHEAST,GRACELAND PARK,1
03/30/2019,15:15:00,5D,200 S DEAN ST,BURGLARY,NA,SOUTHEAST,HUDSON-HIGHLANDTOWN,1
03/30/2019,13:00:00,4E,5600 GOVANE AVE,COMMON ASSAULT,NA,NORTHERN,MID-GOVANS,1
03/30/2019,17:26:00,6G,300 TUNBRIDGE RD,LARCENY,NA,NORTHERN,HOMELAND,1
03/30/2019,20:47:00,3B,6600 EBERLE DR,ROBBERY - STREET,NA,NORTHWEST,REISTERSTOWN STATION,1
03/30/2019,18:48:00,6C,6600 REISTERSTOWN RD,LARCENY,NA,NORTHWEST,REISTERSTOWN STATION,1
03/30/2019,00:29:00,3B,3600 MOUNT PLEASANT AVE,ROBBERY - STREET,NA,SOUTHEAST,BALTIMORE HIGHLANDS,1
03/30/2019,08:30:00,4E,1200 N WOODINGTON RD,COMMON ASSAULT,NA,SOUTHWEST,EDMONDSON VILLAGE,1
03/30/2019,03:32:00,4E,3300 WILKENS AVE,COMMON ASSAULT,NA,SOUTHWEST,SAINT AGNES,1
03/30/2019,21:00:00,6J,2100 W ROGERS AVE,LARCENY,NA,NORTHERN,MOUNT WASHINGTON,1
03/30/2019,19:00:00,5D,300 PARK AVE,BURGLARY,NA,CENTRAL,DOWNTOWN,1
03/30/2019,13:00:00,5A,4900 GREENCREST RD,BURGLARY,NA,NORTHEAST,FRANKFORD,1
03/30/2019,12:00:00,5A,4100 DORIS AVE,BURGLARY,NA,SOUTHERN,BROOKLYN,1
03/30/2019,05:57:00,6J,400 N CLINTON ST,LARCENY,NA,SOUTHEAST,ELLWOOD PARK/MONUMEN,1
03/30/2019,01:00:00,5C,600 S FAGLEY ST,BURGLARY,NA,SOUTHEAST,BREWERS HILL,1
03/30/2019,02:30:00,7A,AV & APPLETON ST,AUTO THEFT,NA,WESTERN,,1
03/30/2019,08:45:00,6C,2400 N CHARLES ST,LARCENY,NA,NORTHERN,CHARLES VILLAGE,1
03/30/2019,20:16:00,3NF,1000 WILMOT CT,ROBBERY - STREET,FIREARM,EASTERN,OLDTOWN,1
03/30/2019,15:30:00,6C,2300 E FAYETTE ST,LARCENY,NA,SOUTHEAST,PATTERSON PLACE,1
03/30/2019,05:49:00,6C,1500 RUSSELL ST,LARCENY,NA,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,1
03/30/2019,17:30:00,4B,1800 W BALTIMORE ST,AGG. ASSAULT,KNIFE,WESTERN,FRANKLIN SQUARE,1
03/30/2019,04:00:00,4E,1600 E LAFAYETTE AVE,COMMON ASSAULT,NA,EASTERN,OLIVER,1
03/30/2019,07:00:00,4E,2100 MCCULLOH ST,COMMON ASSAULT,NA,CENTRAL,DRUID HEIGHTS,1
03/30/2019,00:47:00,4E,3000 WHITE AVE,COMMON ASSAULT,NA,NORTHEAST,GLENHAM-BELFORD,1
03/30/2019,22:05:00,4C,RD & HOMESTEAD ST,AGG. ASSAULT,OTHER,NORTHEAST,,1
03/30/2019,03:15:00,3F,400 RUSSELL ST,ROBBERY - COMMERCIAL,NA,SOUTHERN,RIDGELYS DELIGHT,1
03/30/2019,18:29:00,3AJF,600 PORTLAND ST,ROBBERY - CARJACKING,FIREARM,SOUTHERN,RIDGELYS DELIGHT,1
03/30/2019,17:59:00,6J,3000 E FAYETTE ST,LARCENY,NA,SOUTHEAST,ELLWOOD PARK/MONUMEN,1
03/30/2019,13:33:00,4C,2500 FREDERICK AVE,AGG. ASSAULT,OTHER,SOUTHWEST,MILL HILL,1
03/30/2019,00:55:00,3B,800 MADISON ST,ROBBERY - STREET,NA,EASTERN,OLDTOWN,1
03/30/2019,16:32:00,5E,2600 E FEDERAL ST,BURGLARY,NA,EASTERN,BEREA,1
03/30/2019,23:30:00,6D,500 STREEPER Street,LARCENY FROM AUTO,NA,SOUTHEAST,CANTON,1
03/30/2019,21:45:00,6J,3200 CHESTNUT AVE,LARCENY,NA,NORTHERN,HAMPDEN,1
03/30/2019,15:15:00,6D,600 W. 34th Street,LARCENY FROM AUTO,NA,NORTHERN,WYMAN PARK,1
03/30/2019,15:15:00,6D,600 W. 34th Street,LARCENY FROM AUTO,NA,NORTHERN,WYMAN PARK,1
03/30/2019,10:20:00,3AF,1100 N MILTON AVE,ROBBERY - STREET,FIREARM,EASTERN,BIDDLE STREET,1
03/30/2019,10:20:00,3AF,1100 N MILTON AVE,ROBBERY - STREET,FIREARM,EASTERN,BIDDLE STREET,1
03/30/2019,08:42:00,4E,300 SAINT PAUL ST,COMMON ASSAULT,NA,CENTRAL,DOWNTOWN,1
03/30/2019,17:30:00,4E,1100 BOLTON ST,COMMON ASSAULT,NA,CENTRAL,MADISON PARK,1
03/30/2019,08:00:00,6E,2100 CRIMEA RD,LARCENY,NA,SOUTHWEST,WAKEFIELD,1
03/30/2019,17:00:00,4E,100 E MELROSE AVE,COMMON ASSAULT,NA,NORTHERN,HOMELAND,1
03/30/2019,17:00:00,4E,100 E MELROSE AVE,COMMON ASSAULT,NA,NORTHERN,HOMELAND,1
03/30/2019,00:02:00,7A,4300 PULASKI HWY,AUTO THEFT,NA,SOUTHEAST,KRESSON,1
03/30/2019,04:25:00,5D,3000 LIBERTY HEIGHTS AVE,BURGLARY,NA,NORTHWEST,ASHBURTON,1
03/30/2019,16:08:00,4E,2700 BAKER ST,COMMON ASSAULT,NA,WESTERN,COPPIN HEIGHTS/ASHBU,1
03/30/2019,23:21:00,6G,600 N WOLFE ST,LARCENY,NA,EASTERN,DUNBAR,1
03/30/2019,16:00:00,6E,2500 HARFORD RD,LARCENY,NA,EASTERN,DARLEY PARK,1
03/30/2019,01:00:00,6D,1500 RUSSELL ST,LARCENY FROM AUTO,NA,UNKNOWN,CARROLL - CAMDEN INDUSTRIAL AREA,1
03/30/2019,23:00:00,7A,2900 WYNHAM RD,AUTO THEFT,NA,NORTHWEST,WEST FOREST PARK,1
03/30/2019,01:08:00,6J,200 BALLOU CT,LARCENY,NA,SOUTHEAST,PERKINS HOMES,1
03/30/2019,15:39:00,5D,700 ALICEANNA ST,BURGLARY,NA,SOUTHEAST,INNER HARBOR,1
03/30/2019,00:29:00,3B,3600 MOUNT PLEASANT AVE,ROBBERY - STREET,NA,SOUTHEAST,BALTIMORE HIGHLANDS,1
03/30/2019,16:30:00,6J,500 S LAKEWOOD AVE,LARCENY,NA,SOUTHEAST,CANTON,1
03/30/2019,14:00:00,6D,1400 N CAREY ST,LARCENY FROM AUTO,NA,WESTERN,SANDTOWN-WINCHESTER,1
03/30/2019,00:00:00,7A,600 S EATON ST,AUTO THEFT,NA,SOUTHEAST,BREWERS HILL,1
03/30/2019,14:00:00,6D,1100 BATTERY AVE,LARCENY FROM AUTO,NA,SOUTHERN,RIVERSIDE,1
03/30/2019,03:03:00,9S,300 S BRUCE ST,SHOOTING,FIREARM,SOUTHERN,PEN-FALLSWAY,1
03/30/2019,02:31:00,1A,400 N BOULDIN ST,HOMICIDE,FIREARM,SOUTHEAST,ELLWOOD PARK/MONUMEN,1
03/30/2019,00:01:00,6E,100 S CALVERTON RD,LARCENY,NA,SOUTHWEST,SHIPLEY HILL,1
03/30/2019,12:00:00,5A,400 S CONKLING ST,BURGLARY,NA,SOUTHEAST,HUDSON-HIGHLANDTOWN,1
03/30/2019,20:16:00,4C,4100 SAINT GEORGES AVE,AGG. ASSAULT,OTHER,NORTHERN,PEN LUCY,1
03/30/2019,00:00:00,5A,3500 GELSTON DR,BURGLARY,NA,SOUTHWEST,EDMONDSON VILLAGE,1
03/30/2019,17:30:00,6D,3600 Ash Street,LARCENY FROM AUTO,NA,NORTHERN,HAMPDEN,1
03/30/2019,01:42:00,4E,0 S FREDERICK ST,COMMON ASSAULT,NA,CENTRAL,DOWNTOWN,1
03/30/2019,03:22:00,4E,0 SOUTH ST,COMMON ASSAULT,NA,NORTHERN,MOUNT WASHINGTON,1
03/30/2019,07:45:00,4E,0 W BIDDLE ST,COMMON ASSAULT,NA,CENTRAL,MID-TOWN BELVEDERE,1
03/30/2019,07:45:00,6G,0 W BIDDLE ST,LARCENY,NA,CENTRAL,MID-TOWN BELVEDERE,1
03/30/2019,08:00:00,6G,1300 WOODBOURNE AVE,LARCENY,NA,NORTHEAST,NEW NORTHWOOD,1
03/30/2019,03:03:00,4A,300 E MADISON ST,AGG. ASSAULT,FIREARM,EASTERN,PEN-FALLSWAY,1
03/30/2019,13:45:00,6J,AV & S HIGHLAND AV,LARCENY,NA,SOUTHEAST,,1
03/30/2019,17:36:00,3B,2000 JEFFERSON ST,ROBBERY - STREET,NA,EASTERN,MIDDLE EAST,1
03/30/2019,20:00:00,7A,700 RESERVOIR ST,AUTO THEFT,NA,CENTRAL,RESERVOIR HILL,1
03/30/2019,16:00:00,7A,1600 E BALTIMORE ST,AUTO THEFT,NA,SOUTHEAST,WASHINGTON HILL,1
03/30/2019,23:55:00,5B,3600 EDMONDSON AVE,BURGLARY,NA,SOUTHWEST,ALLENDALE,1
03/30/2019,18:00:00,6G,2900 GRINDON AVE,LARCENY,NA,NORTHEAST,LAURAVILLE,1
03/30/2019,23:00:00,6D,0 S LINWOOD AVE,LARCENY FROM AUTO,NA,SOUTHEAST,,1
03/30/2019,00:00:00,5A,5400 BELAIR RD,BURGLARY,NA,NORTHEAST,WALTHERSON,1
03/30/2019,22:08:00,6C,600 E PRATT ST,LARCENY,NA,CENTRAL,INNER HARBOR,1
03/30/2019,01:00:00,3AF,2100 N CHARLES ST,ROBBERY - STREET,FIREARM,NORTHERN,CHARLES NORTH,1
03/30/2019,21:00:00,3B,900 CALWELL RD,ROBBERY - STREET,NA,SOUTHWEST,OAKLEE,1
03/30/2019,13:32:00,6J,3100 KESWICK RD,LARCENY,NA,NORTHERN,HAMPDEN,1
03/30/2019,22:05:00,6C,200 E BALTIMORE ST,LARCENY,NA,CENTRAL,DOWNTOWN,1
03/30/2019,00:01:00,6D,AV & REISTERSTOWN RD,LARCENY FROM AUTO,NA,NORTHWEST,,1
03/30/2019,02:04:00,3AK,200 BLK S PRESIDENT ST,ROBBERY - STREET,KNIFE,SOUTHEAST,,1
03/30/2019,18:02:00,4E,2400 WELLBRIDGE DR,COMMON ASSAULT,NA,NORTHEAST,HARFORD-ECHODALE-PER,1
03/30/2019,18:02:00,4E,2400 WELLBRIDGE DR,COMMON ASSAULT,NA,NORTHEAST,HARFORD-ECHODALE-PER,1
03/30/2019,18:02:00,4C,2400 WELLBRIDGE DR,AGG. ASSAULT,OTHER,NORTHEAST,HARFORD-ECHODALE-PER,1
03/30/2019,09:30:00,4E,4200 6TH ST,COMMON ASSAULT,NA,SOUTHERN,BROOKLYN,1
03/30/2019,23:00:00,6E,900 STOLL ST,LARCENY,NA,SOUTHERN,BROOKLYN,1
03/30/2019,01:00:00,3B,900 N FULTON AVE,ROBBERY - STREET,NA,WESTERN,SANDTOWN-WINCHESTER,1
03/30/2019,03:00:00,6D,4600 HARFORD RD,LARCENY FROM AUTO,NA,NORTHEAST,BEVERLY HILLS,1
03/30/2019,20:30:00,4D,3300 RAMONA AVE,AGG. ASSAULT,HANDS,NORTHEAST,BELAIR-EDISON,1
03/30/2019,02:00:00,4E,900 S BOND ST,COMMON ASSAULT,NA,EASTERN,GAY STREET,1
03/30/2019,16:00:00,6E,3000 HANLON AVE,LARCENY,NA,NORTHWEST,HANLON/LONGWOOD,1
03/30/2019,12:19:00,6D,0 S ALBEMARLE ST,LARCENY FROM AUTO,NA,SOUTHEAST,JONESTOWN,1
03/30/2019,16:00:00,7A,3600 KENYON AVE,AUTO THEFT,NA,NORTHEAST,BELAIR-EDISON,1
03/30/2019,16:15:00,6D,3500 DUDLEY AVE,LARCENY FROM AUTO,NA,NORTHEAST,BELAIR-EDISON,1
03/30/2019,23:00:00,7A,3000 OAK HILL AVE,AUTO THEFT,NA,NORTHWEST,HOWARD PARK,1
03/30/2019,22:00:00,6E,2500 BAKER ST,LARCENY,NA,WESTERN,COPPIN HEIGHTS/ASHBU,1
03/30/2019,13:42:00,7A,3500 6TH ST,AUTO THEFT,NA,SOUTHERN,BROOKLYN,1
03/30/2019,08:03:00,6C,900 N CHARLES ST,LARCENY,NA,CENTRAL,MOUNT VERNON,1
03/30/2019,00:01:00,6C,1000 S HANOVER ST,LARCENY,NA,SOUTHERN,SHARP LEADENHALL,1
03/30/2019,16:30:00,4E,1500 RIDGELY ST,COMMON ASSAULT,NA,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,1
03/30/2019,09:42:00,6E,2600 CECIL AVE,LARCENY,NA,NORTHEAST,COLDSTREAM HOMESTEAD,1
03/30/2019,21:30:00,6D,600 N MARTIN LUTHER KING JR BLVD,LARCENY FROM AUTO,NA,CENTRAL,SETON HILL,1
03/30/2019,11:39:00,5A,6500 LAURELTON AVE,BURGLARY,NA,NORTHEAST,HARFORD-ECHODALE-PER,1
03/30/2019,14:00:00,7A,1500 BANK ST,AUTO THEFT,NA,SOUTHEAST,PERKINS HOMES,1
03/30/2019,13:27:00,4A,800 ARNOLD CT,AGG. ASSAULT,FIREARM,EASTERN,GAY STREET,1
03/30/2019,22:58:00,4E,PARK DR & GREENSPRING AV,COMMON ASSAULT,NA,NORTHERN,,1
03/30/2019,18:40:00,3B,100 E CENTRE ST,ROBBERY - STREET,NA,CENTRAL,MOUNT VERNON,1
03/30/2019,21:00:00,4E,400 E PRATT ST,COMMON ASSAULT,NA,CENTRAL,INNER HARBOR,1
03/30/2019,21:00:00,4E,400 E PRATT ST,COMMON ASSAULT,NA,CENTRAL,INNER HARBOR,1
03/30/2019,21:00:00,4E,400 E PRATT ST,COMMON ASSAULT,NA,CENTRAL,INNER HARBOR,1
03/30/2019,13:30:00,4E,1400 EUTAW PL,COMMON ASSAULT,NA,CENTRAL,BOLTON HILL,1
03/30/2019,20:30:00,6C,2100 GARRISON BLVD,LARCENY,NA,SOUTHWEST,MOUNT HOLLY,1
03/30/2019,19:00:00,6D,100 W NORTH AVE,LARCENY FROM AUTO,NA,CENTRAL,CHARLES NORTH,1
03/30/2019,17:00:00,6D,4800 CORDELIA AVE,LARCENY FROM AUTO,NA,NORTHWEST,LANGSTON HUGHES,1
03/30/2019,22:30:00,5D,2200 E MONUMENT ST,BURGLARY,NA,EASTERN,MIDDLE EAST,1
03/30/2019,16:00:00,6J,2500 PENNSYLVANIA AVE,LARCENY,NA,WESTERN,PENN NORTH,1
03/30/2019,13:00:00,5A,1700 SAINT PAUL ST,BURGLARY,NA,CENTRAL,CHARLES NORTH,1
03/30/2019,19:30:00,6G,2800 HUDSON ST,LARCENY,NA,SOUTHEAST,CANTON,1
03/30/2019,22:30:00,7A,200 E SARATOGA ST,AUTO THEFT,NA,CENTRAL,DOWNTOWN,1
03/30/2019,18:41:00,4E,300 N GAY ST,COMMON ASSAULT,NA,SOUTHEAST,JONESTOWN,1
03/30/2019,08:42:00,4E,300 SAINT PAUL ST,COMMON ASSAULT,NA,CENTRAL,DOWNTOWN,1
03/30/2019,00:00:00,6E,1600 CHILTON ST,LARCENY,NA,NORTHEAST,COLDSTREAM HOMESTEAD,1
03/30/2019,00:00:00,4D,1300 LAURENS ST,AGG. ASSAULT,HANDS,WESTERN,SANDTOWN-WINCHESTER,1
03/30/2019,04:00:00,2A,300 S CALHOUN ST,RAPE,OTHER,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,1
03/30/2019,19:11:00,4D,500 S BENTALOU ST,AGG. ASSAULT,HANDS,SOUTHWEST,CARROLLTON RIDGE,1
03/30/2019,20:16:00,3NF,1000 WILMOT CT,ROBBERY - STREET,FIREARM,EASTERN,OLDTOWN,1
03/30/2019,18:54:00,4D,3200 GREENMOUNT AVE,AGG. ASSAULT,HANDS,NORTHERN,ABELL,1
03/30/2019,00:00:00,4D,5500 BOWLEYS LN,AGG. ASSAULT,HANDS,NORTHEAST,FRANKFORD,1
03/30/2019,07:32:00,3D,1400 E FAYETTE ST,ROBBERY - COMMERCIAL,NA,SOUTHEAST,DUNBAR,1
03/30/2019,22:30:00,6D,400 S BROADWAY,LARCENY FROM AUTO,NA,SOUTHEAST,FELLS POINT,1
03/30/2019,08:00:00,6G,1100 N MOUNT ST,LARCENY,NA,WESTERN,SANDTOWN-WINCHESTER,1
03/29/2019,16:45:00,6C,3900 BOSTON ST,LARCENY,NA,SOUTHEAST,CANTON INDUSTRIAL AREA,1
03/29/2019,02:40:00,4A,3900 RIDGEWOOD AVE,AGG. ASSAULT,FIREARM,NORTHWEST,DOLFIELD,1
03/29/2019,14:24:00,6G,2500 GWYNNS FALLS PKWY,LARCENY,NA,WESTERN,MONDAWMIN,1
03/29/2019,01:51:00,4C,1600 N HILTON ST,AGG. ASSAULT,OTHER,SOUTHWEST,ROSEMONT,1
03/29/2019,01:36:00,4E,3000 W NORTH AVE,COMMON ASSAULT,NA,SOUTHWEST,WALBROOK,1
03/29/2019,11:02:00,4E,2400 LIBERTY HEIGHTS AVE,COMMON ASSAULT,NA,WESTERN,MONDAWMIN,1
03/29/2019,16:36:00,7A,3800 LEWIN AVE,AUTO THEFT,NA,NORTHWEST,LUCILLE PARK,1
03/29/2019,16:55:00,3B,1900 W MULBERRY ST,ROBBERY - STREET,NA,WESTERN,MIDTOWN EDMONDSON,1
03/29/2019,16:00:00,6E,5600 DENWOOD AVE,LARCENY,NA,NORTHEAST,FRANKFORD,1
03/29/2019,01:23:00,4E,1900 W NORTH AVE,COMMON ASSAULT,NA,WESTERN,EASTERWOOD,1
03/29/2019,11:30:00,3JF,600 N GILMOR ST,ROBBERY - RESIDENCE,FIREARM,WESTERN,HARLEM PARK,1
03/29/2019,12:47:00,4E,2800 ELGIN AVE,COMMON ASSAULT,NA,WESTERN,BRADDISH AVE./PANWAY,1
03/29/2019,19:15:00,4E,FULTON AV & W NORTH AV,COMMON ASSAULT,NA,WESTERN,,1
03/29/2019,17:00:00,5A,4400 CHATHAM RD,BURGLARY,NA,NORTHWEST,HOWARD PARK,1
